id,name,description,category,subcategory,brand,specifications,features,price,currency,rating,review_count,availability,color,warranty_months,release_date,tags
321,Sony QuietComfort 771,"Professional-grade headphones for audiophiles and content creators. Features premium sound quality, foldable design, voice assistant, quick charge, comfortable fit, touch controls. Perfect for professionals, students, and tech enthusiasts.",Electronics,Headphones,Sony,"50mm drivers, 30h battery life","premium sound quality, foldable design, voice assistant, quick charge, comfortable fit, touch controls",266.82,USD,4.4,1527,In Stock,Blue,12,2024-01-03,"comfortable fit, touch controls, quick charge, headphones, voice assistant"
322,Apple Lite 13,"Premium mobile phone with professional-grade camera and fast performance. Features premium build, fingerprint sensor, fast charging. Perfect for professionals, students, and tech enthusiasts.",Electronics,Smartphones,Apple,"1024GB storage, 12GB RAM","premium build, fingerprint sensor, fast charging",3798.94,USD,3.9,1283,In Stock,Red,12,2024-02-29,"Apple, fingerprint sensor, premium build, fast charging, smartphones"
323,AKG WH 590,"High-fidelity audio experience with advanced driver technology. Features multipoint connection, wireless connectivity, quick charge, voice assistant, noise cancellation. Perfect for professionals, students, and tech enthusiasts.",Electronics,Headphones,AKG,"53mm drivers, 50h battery life","multipoint connection, wireless connectivity, quick charge, voice assistant, noise cancellation",294.49,USD,3.7,556,Limited Stock,Blue,12,2025-07-31,"quick charge, voice assistant, headphones, multipoint connection, noise cancellation"
324,JBL SRH 776,"Professional-grade headphones for audiophiles and content creators. Features noise cancellation, multipoint connection, premium sound quality. Perfect for professionals, students, and tech enthusiasts.",Electronics,Headphones,JBL,"53mm drivers, 40h battery life","noise cancellation, multipoint connection, premium sound quality",195.3,USD,4.3,1079,In Stock,Red,12,2024-08-22,"premium sound quality, noise cancellation, headphones, JBL, multipoint connection"
325,Apple Inspiron 16,"Premium portable computer with exceptional performance and build quality. Features high resolution display, backlit keyboard, lightweight design, touchscreen. Perfect for professionals, students, and tech enthusiasts.",Electronics,Laptops,Apple,"8GB RAM, 1024GB SSD, Intel processor","high resolution display, backlit keyboard, lightweight design, touchscreen",1473.0,USD,4.5,571,Limited Stock,Silver,36,2025-02-23,"lightweight design, Apple, touchscreen, high resolution display, backlit keyboard"
326,Google Standard 12,"Flagship smartphone with cutting-edge technology and premium design. Features face recognition, wireless charging, high refresh rate. Perfect for professionals, students, and tech enthusiasts.",Electronics,Smartphones,Google,"64GB storage, 6GB RAM","face recognition, wireless charging, high refresh rate",585.68,USD,3.9,525,Limited Stock,Black,12,2025-05-29,"Google, high refresh rate, smartphones, face recognition, wireless charging"
327,Motorola Galaxy 14,"Premium mobile phone with professional-grade camera and fast performance. Features OLED display, wireless charging, premium build, water resistant. Perfect for professionals, students, and tech enthusiasts.",Electronics,Smartphones,Motorola,"128GB storage, 8GB RAM","OLED display, wireless charging, premium build, water resistant",749.65,USD,4.9,426,Out of Stock,Red,36,2024-01-29,"OLED display, wireless charging, smartphones, Motorola, premium build"
328,OnePlus Mini 13 Max,"Flagship smartphone with cutting-edge technology and premium design. Features fingerprint sensor, multiple cameras, face recognition, high refresh rate, 5G connectivity, water resistant. Perfect for professionals, students, and tech enthusiasts.",Electronics,Smartphones,OnePlus,"64GB storage, 8GB RAM","fingerprint sensor, multiple cameras, face recognition, high refresh rate, 5G connectivity, water resistant",621.97,USD,4.4,1159,In Stock,Gray,12,2025-07-28,"high refresh rate, water resistant, smartphones, fingerprint sensor, multiple cameras"
329,Apple Pavilion 17,"Premium portable computer with exceptional performance and build quality. Features lightweight design, high resolution display, SSD storage. Perfect for professionals, students, and tech enthusiasts.",Electronics,Laptops,Apple,"32GB RAM, 512GB SSD, Intel processor","lightweight design, high resolution display, SSD storage",2895.19,USD,4.2,529,Out of Stock,White,12,2024-07-26,"Apple, SSD storage, laptops, lightweight design, high resolution display"
330,MSI ThinkPad 16,"High-performance notebook with advanced features and sleek design. Features long battery life, high resolution display, fast processor, lightweight design. Perfect for professionals, students, and tech enthusiasts.",Electronics,Laptops,MSI,"32GB RAM, 512GB SSD, Apple processor","long battery life, high resolution display, fast processor, lightweight design",2171.54,USD,3.8,1986,Limited Stock,Red,12,2025-08-18,"MSI, high resolution display, lightweight design, laptops, long battery life"
331,Audio-Technica QuietComfort 968,"Professional-grade headphones for audiophiles and content creators. Features voice assistant, comfortable fit, multipoint connection, quick charge. Perfect for professionals, students, and tech enthusiasts.",Electronics,Headphones,Audio-Technica,"40mm drivers, 20h battery life","voice assistant, comfortable fit, multipoint connection, quick charge",303.3,USD,4.9,261,Out of Stock,Silver,12,2025-01-09,"multipoint connection, quick charge, voice assistant, comfortable fit, headphones"
332,Shure HD 357,"Noise-cancelling headphones perfect for travel and focused listening. Features wireless connectivity, foldable design, multipoint connection, premium sound quality, touch controls. Perfect for professionals, students, and tech enthusiasts.",Electronics,Headphones,Shure,"40mm drivers, 20h battery life","wireless connectivity, foldable design, multipoint connection, premium sound quality, touch controls",522.76,USD,3.8,1606,Limited Stock,Blue,36,2025-01-20,"foldable design, touch controls, multipoint connection, wireless connectivity, headphones"
333,HP Pavilion 16,"Versatile laptop perfect for business, gaming, and multimedia use. Features fast processor, long battery life, backlit keyboard, lightweight design. Perfect for professionals, students, and tech enthusiasts.",Electronics,Laptops,HP,"16GB RAM, 1024GB SSD, AMD processor","fast processor, long battery life, backlit keyboard, lightweight design",2739.03,USD,4.4,557,Out of Stock,Silver,36,2023-11-22,"laptops, lightweight design, long battery life, HP, backlit keyboard"
334,Motorola Standard 10,"High-performance smartphone with exceptional battery life and display quality. Features multiple cameras, premium build, OLED display. Perfect for professionals, students, and tech enthusiasts.",Electronics,Smartphones,Motorola,"256GB storage, 12GB RAM","multiple cameras, premium build, OLED display",1065.44,USD,3.6,1075,Limited Stock,Rose Gold,36,2025-08-13,"multiple cameras, Motorola, OLED display, premium build, smartphones"
335,Razer ThinkPad 14,"Powerful laptop designed for professional work and creative tasks. Features high resolution display, long battery life, fast charging, premium build quality. Perfect for professionals, students, and tech enthusiasts.",Electronics,Laptops,Razer,"8GB RAM, 256GB SSD, AMD processor","high resolution display, long battery life, fast charging, premium build quality",1445.09,USD,3.9,1348,Limited Stock,Blue,24,2024-02-28,"Razer, long battery life, laptops, high resolution display, fast charging"
336,Motorola Edge 12 Max,"Premium mobile phone with professional-grade camera and fast performance. Features premium build, 5G connectivity, water resistant, fingerprint sensor, OLED display, fast charging. Perfect for professionals, students, and tech enthusiasts.",Electronics,Smartphones,Motorola,"1024GB storage, 6GB RAM","premium build, 5G connectivity, water resistant, fingerprint sensor, OLED display, fast charging",3053.48,USD,3.6,1285,Limited Stock,Silver,24,2024-09-12,"fast charging, 5G connectivity, fingerprint sensor, smartphones, OLED display"
337,ASUS Inspiron 13,"Premium portable computer with exceptional performance and build quality. Features SSD storage, premium build quality, fast processor, dedicated graphics. Perfect for professionals, students, and tech enthusiasts.",Electronics,Laptops,ASUS,"16GB RAM, 256GB SSD, AMD processor","SSD storage, premium build quality, fast processor, dedicated graphics",1788.11,USD,4.6,1854,Out of Stock,Rose Gold,24,2024-08-26,"dedicated graphics, SSD storage, premium build quality, ASUS, laptops"
338,AKG HD 483,"Premium wireless headphones with superior sound quality and comfort. Features voice assistant, foldable design, premium sound quality, quick charge, touch controls, wireless connectivity. Perfect for professionals, students, and tech enthusiasts.",Electronics,Headphones,AKG,"53mm drivers, 40h battery life","voice assistant, foldable design, premium sound quality, quick charge, touch controls, wireless connectivity",229.98,USD,4.0,696,Limited Stock,Rose Gold,24,2024-11-26,"touch controls, premium sound quality, foldable design, wireless connectivity, voice assistant"
339,Alienware ZenBook 14,"Versatile laptop perfect for business, gaming, and multimedia use. Features fast processor, backlit keyboard, fast charging, premium build quality, high resolution display. Perfect for professionals, students, and tech enthusiasts.",Electronics,Laptops,Alienware,"8GB RAM, 256GB SSD, Apple processor","fast processor, backlit keyboard, fast charging, premium build quality, high resolution display",1208.68,USD,4.1,1250,Out of Stock,Blue,24,2024-02-15,"backlit keyboard, Alienware, fast charging, premium build quality, laptops"
340,Apple Lite 14 Pro,"Advanced mobile device featuring latest processor and camera system. Features OLED display, 5G connectivity, fingerprint sensor, fast charging. Perfect for professionals, students, and tech enthusiasts.",Electronics,Smartphones,Apple,"512GB storage, 12GB RAM","OLED display, 5G connectivity, fingerprint sensor, fast charging",1866.38,USD,3.9,1499,Limited Stock,Gray,12,2024-06-06,"fingerprint sensor, smartphones, OLED display, Apple, 5G connectivity"
341,Lenovo ROG 14,"Powerful laptop designed for professional work and creative tasks. Features dedicated graphics, high resolution display, backlit keyboard, lightweight design. Perfect for professionals, students, and tech enthusiasts.",Electronics,Laptops,Lenovo,"32GB RAM, 256GB SSD, Apple processor","dedicated graphics, high resolution display, backlit keyboard, lightweight design",2333.06,USD,4.7,1920,In Stock,Black,36,2023-10-31,"dedicated graphics, backlit keyboard, Lenovo, high resolution display, laptops"
342,Samsung Max 12 Pro,"High-performance smartphone with exceptional battery life and display quality. Features fast charging, face recognition, water resistant, premium build, fingerprint sensor, wireless charging. Perfect for professionals, students, and tech enthusiasts.",Electronics,Smartphones,Samsung,"64GB storage, 12GB RAM","fast charging, face recognition, water resistant, premium build, fingerprint sensor, wireless charging",444.79,USD,4.7,863,Out of Stock,Blue,36,2024-07-18,"Samsung, water resistant, smartphones, fingerprint sensor, face recognition"
