id,name,description,category,subcategory,item_type,brand,price,currency,sizes_available,colors_available,material,care_instructions,rating,review_count,availability,season,gender,age_group,style,tags,eco_friendly,made_in,release_date
1045,Adidas Essential Hats,Stylish hats with tailored fit design. Perfect for business meetings. Made from high-quality denim. Delicate Cycle.,Fashion,Accessories,hats,Adidas,201.25,USD,"12, 7, 5, 8, 9, 6","Black, Brown",linen,dry clean only,3.8,46,In Stock,Fall/Winter,Men,Teen,Casual,"hats, Adidas, Signature, fashion",False,Vietnam,2025-04-16
1046,Calvin Klein Casual Blazers,Stylish blazers with regular fit design. Perfect for special events. Made from high-quality linen. Dry Clean Only.,Fashion,Clothing,blazers,Calvin Klein,154.1,USD,"L, M, XXL, S","Green, Gray, Black, Beige",synthetic blend,hand wash recommended,3.8,1453,Limited Stock,Spring/Summer,Men,Teen,Casual,"blazers, Calvin Klein, Casual, fashion",True,Italy,2025-07-18
1047,Tommy Hilfiger Signature Dresses,Stylish dresses with relaxed fit design. Perfect for casual wear. Made from high-quality silk. Delicate Cycle.,Fashion,Clothing,dresses,Tommy Hilfiger,129.78,USD,"XXL, S, M, XL, XS","Black, Pink, Navy",denim,delicate cycle,4.9,674,Out of Stock,Fall/Winter,Men,Adult,Sporty,"dresses, Tommy Hilfiger, Vintage, fashion",True,Turkey,2024-12-09
1048,Adidas Casual Belts,Stylish belts with tailored fit design. Perfect for formal occasions. Made from high-quality linen. Machine Washable.,Fashion,Accessories,belts,Adidas,194.81,USD,"10, 12, 8, 6","Gray, Beige, Black, Brown, White",leather,machine washable,4.0,872,In Stock,Spring/Summer,Women,Kids,Classic,"belts, Adidas, Modern, fashion",True,Italy,2024-09-09
1049,Calvin Klein Premium Blazers,Stylish blazers with tailored fit design. Perfect for formal occasions. Made from high-quality cotton. Machine Washable.,Fashion,Clothing,blazers,Calvin Klein,230.69,USD,"XS, S, M, L","White, Black",cotton,dry clean only,4.5,1449,Limited Stock,All Season,Men,Kids,Sporty,"blazers, Calvin Klein, Vintage, fashion",True,Italy,2025-04-15
1050,H&M Classic Blazers,Stylish blazers with relaxed fit design. Perfect for weekend outings. Made from high-quality silk. Hand Wash Recommended.,Fashion,Clothing,blazers,H&M,294.71,USD,"XXL, XS, M, XL, S","Pink, Beige, Brown",cotton,hand wash recommended,3.7,1222,In Stock,All Season,Unisex,Adult,Classic,"blazers, H&M, Premium, fashion",False,Turkey,2025-05-06
1051,Nike Designer Scarves,Stylish scarves with relaxed fit design. Perfect for formal occasions. Made from high-quality linen. Dry Clean Only.,Fashion,Accessories,scarves,Nike,88.19,USD,"6, 5, 8","Green, Brown, Blue",synthetic blend,delicate cycle,4.5,1392,Limited Stock,Fall/Winter,Men,Teen,Classic,"scarves, Nike, Essential, fashion",False,China,2025-05-16
1052,Zara Modern Flats,Stylish flats with tailored fit design. Perfect for business meetings. Made from high-quality leather. Delicate Cycle.,Fashion,Shoes,flats,Zara,282.3,USD,"11, 7, 5, 6, 12, 8","White, Pink, Red, Beige, Black",linen,dry clean only,4.4,911,Out of Stock,All Season,Unisex,Kids,Trendy,"flats, Zara, Essential, fashion",True,Vietnam,2024-09-01
1053,Tommy Hilfiger Classic Watches,Stylish watches with oversized design. Perfect for business meetings. Made from high-quality linen. Delicate Cycle.,Fashion,Accessories,watches,Tommy Hilfiger,285.65,USD,"7, 11, 12, 8","Red, Pink, Green, Black",cotton,machine washable,3.8,623,Out of Stock,Fall/Winter,Unisex,Kids,Casual,"watches, Tommy Hilfiger, Casual, fashion",False,Turkey,2025-06-27
1054,Nike Casual Sweaters,Stylish sweaters with regular fit design. Perfect for formal occasions. Made from high-quality wool. Delicate Cycle.,Fashion,Clothing,sweaters,Nike,291.24,USD,"M, XS, XL, XXL","White, Pink, Green",leather,delicate cycle,4.0,1433,In Stock,All Season,Women,Adult,Formal,"sweaters, Nike, Signature, fashion",True,Bangladesh,2025-03-12
1055,Calvin Klein Essential Sandals,Stylish sandals with relaxed fit design. Perfect for special events. Made from high-quality linen. Machine Washable.,Fashion,Shoes,sandals,Calvin Klein,180.71,USD,"7, 6, 5, 9, 11, 10","Green, Black, White",polyester,machine washable,4.6,851,Limited Stock,All Season,Women,Teen,Sporty,"sandals, Calvin Klein, Modern, fashion",False,Italy,2025-07-22
1056,Uniqlo Modern Belts,Stylish belts with relaxed fit design. Perfect for formal occasions. Made from high-quality synthetic blend. Hand Wash Recommended.,Fashion,Accessories,belts,Uniqlo,200.96,USD,"5, 9, 7","Pink, Brown, Beige",polyester,hand wash recommended,3.9,1058,Limited Stock,Fall/Winter,Women,Adult,Casual,"belts, Uniqlo, Designer, fashion",False,India,2024-08-22
1057,Levi's Formal Jewelry,Stylish jewelry with oversized design. Perfect for formal occasions. Made from high-quality leather. Hand Wash Recommended.,Fashion,Accessories,jewelry,Levi's,257.48,USD,"11, 7, 9, 5","Black, White, Pink, Gray",silk,dry clean only,3.7,855,Limited Stock,Spring/Summer,Women,Kids,Business,"jewelry, Levi's, Modern, fashion",False,Turkey,2025-07-21
1058,Zara Classic Loafers,Stylish loafers with relaxed fit design. Perfect for business meetings. Made from high-quality leather. Dry Clean Only.,Fashion,Shoes,loafers,Zara,306.97,USD,"8, 6, 5, 10","White, Gray, Red, Green",linen,delicate cycle,4.1,1497,In Stock,Spring/Summer,Unisex,Adult,Sporty,"loafers, Zara, Modern, fashion",False,Italy,2024-12-16
1059,Adidas Signature Belts,Stylish belts with regular fit design. Perfect for special events. Made from high-quality denim. Hand Wash Recommended.,Fashion,Accessories,belts,Adidas,478.88,USD,"6, 12, 5, 11, 10","White, Black",polyester,dry clean only,3.5,933,Limited Stock,Fall/Winter,Women,Adult,Casual,"belts, Adidas, Premium, fashion",True,USA,2024-10-22
1060,Levi's Vintage Shorts,Stylish shorts with relaxed fit design. Perfect for casual wear. Made from high-quality leather. Delicate Cycle.,Fashion,Clothing,shorts,Levi's,215.04,USD,"M, L, XS, S","Green, Beige, Brown, Black",cotton,delicate cycle,3.2,115,Limited Stock,Fall/Winter,Women,Teen,Formal,"shorts, Levi's, Designer, fashion",True,USA,2024-11-21
1061,Zara Modern Jeans,Stylish jeans with oversized design. Perfect for formal occasions. Made from high-quality wool. Delicate Cycle.,Fashion,Clothing,jeans,Zara,207.01,USD,"XS, XXL, M, L, S, XL","Pink, Gray, Red, Beige, Black",wool,delicate cycle,4.6,518,Out of Stock,Fall/Winter,Women,Teen,Formal,"jeans, Zara, Urban, fashion",False,Vietnam,2025-08-03
1062,Gap Premium Hats,Stylish hats with regular fit design. Perfect for special events. Made from high-quality synthetic blend. Hand Wash Recommended.,Fashion,Accessories,hats,Gap,591.09,USD,"5, 8, 6, 9","Green, Red",cotton,hand wash recommended,3.2,1093,In Stock,Spring/Summer,Women,Adult,Formal,"hats, Gap, Urban, fashion",False,China,2025-01-09
1063,Gap Casual Bags,Stylish bags with relaxed fit design. Perfect for casual wear. Made from high-quality cotton. Hand Wash Recommended.,Fashion,Accessories,bags,Gap,83.14,USD,"11, 5, 6","Navy, Green, Blue",synthetic blend,dry clean only,3.4,109,In Stock,All Season,Men,Kids,Trendy,"bags, Gap, Urban, fashion",False,Vietnam,2025-07-20
1064,Calvin Klein Casual Sneakers,Stylish sneakers with relaxed fit design. Perfect for formal occasions. Made from high-quality synthetic blend. Delicate Cycle.,Fashion,Shoes,sneakers,Calvin Klein,283.46,USD,"12, 8, 5, 6, 11, 10","Gray, Blue",polyester,dry clean only,3.7,631,In Stock,All Season,Women,Kids,Classic,"sneakers, Calvin Klein, Signature, fashion",True,India,2025-05-31
1065,Zara Premium Blazers,Stylish blazers with relaxed fit design. Perfect for formal occasions. Made from high-quality leather. Dry Clean Only.,Fashion,Clothing,blazers,Zara,171.86,USD,"XXL, L, XS","Red, White",linen,machine washable,4.0,1171,Out of Stock,Spring/Summer,Unisex,Adult,Casual,"blazers, Zara, Signature, fashion",True,India,2025-02-27
1066,Tommy Hilfiger Signature Athletic Shoes,Stylish athletic shoes with regular fit design. Perfect for casual wear. Made from high-quality wool. Machine Washable.,Fashion,Shoes,athletic shoes,Tommy Hilfiger,275.01,USD,"7, 10, 11, 9","Red, Pink, Blue",denim,dry clean only,3.9,824,Limited Stock,All Season,Men,Teen,Formal,"athletic shoes, Tommy Hilfiger, Essential, fashion",False,USA,2025-05-14
1067,Uniqlo Modern Shirts,Stylish shirts with slim fit design. Perfect for casual wear. Made from high-quality silk. Hand Wash Recommended.,Fashion,Clothing,shirts,Uniqlo,120.21,USD,"M, XS, L, S","Navy, Blue, Beige",polyester,hand wash recommended,4.2,741,In Stock,All Season,Men,Adult,Casual,"shirts, Uniqlo, Designer, fashion",False,USA,2025-07-17
1068,Levi's Modern Dresses,Stylish dresses with oversized design. Perfect for special events. Made from high-quality synthetic blend. Dry Clean Only.,Fashion,Clothing,dresses,Levi's,275.99,USD,"XL, L, XXL","Black, Blue, Gray, Red",linen,hand wash recommended,4.7,223,In Stock,Spring/Summer,Women,Teen,Classic,"dresses, Levi's, Modern, fashion",True,USA,2025-05-23
1069,Uniqlo Premium Flats,Stylish flats with oversized design. Perfect for weekend outings. Made from high-quality leather. Machine Washable.,Fashion,Shoes,flats,Uniqlo,228.55,USD,"7, 10, 12, 11, 6, 8","Pink, Green",linen,machine washable,4.2,561,Out of Stock,All Season,Women,Teen,Trendy,"flats, Uniqlo, Formal, fashion",False,China,2024-12-12
1070,H&M Signature Sweaters,Stylish sweaters with tailored fit design. Perfect for casual wear. Made from high-quality leather. Dry Clean Only.,Fashion,Clothing,sweaters,H&M,149.13,USD,"XS, L, M","Navy, Black, Beige, Gray",wool,machine washable,3.2,1369,In Stock,Fall/Winter,Men,Adult,Trendy,"sweaters, H&M, Modern, fashion",False,Vietnam,2024-08-31
1071,Zara Vintage Sneakers,Stylish sneakers with relaxed fit design. Perfect for special events. Made from high-quality silk. Machine Washable.,Fashion,Shoes,sneakers,Zara,385.32,USD,"9, 12, 11, 7, 8","Gray, Beige, Black, Red",polyester,dry clean only,3.1,883,Out of Stock,Spring/Summer,Unisex,Adult,Classic,"sneakers, Zara, Classic, fashion",True,Vietnam,2024-09-27
1072,Tommy Hilfiger Modern Shorts,Stylish shorts with slim fit design. Perfect for special events. Made from high-quality leather. Machine Washable.,Fashion,Clothing,shorts,Tommy Hilfiger,145.32,USD,"XS, XL, L","Blue, Beige, Black, White",linen,hand wash recommended,4.5,424,Out of Stock,All Season,Women,Teen,Business,"shorts, Tommy Hilfiger, Vintage, fashion",False,India,2025-04-12
1073,Tommy Hilfiger Urban Sweaters,Stylish sweaters with slim fit design. Perfect for special events. Made from high-quality cotton. Delicate Cycle.,Fashion,Clothing,sweaters,Tommy Hilfiger,198.6,USD,"XS, XXL, M","Gray, White, Blue, Red",denim,machine washable,4.1,331,Out of Stock,All Season,Women,Teen,Casual,"sweaters, Tommy Hilfiger, Premium, fashion",False,China,2025-07-05
1074,Zara Vintage Sandals,Stylish sandals with oversized design. Perfect for casual wear. Made from high-quality polyester. Dry Clean Only.,Fashion,Shoes,sandals,Zara,100.43,USD,"11, 5, 9, 8","Navy, Pink, White",linen,dry clean only,3.0,598,In Stock,Spring/Summer,Women,Teen,Business,"sandals, Zara, Essential, fashion",True,USA,2024-10-16
1075,H&M Urban Boots,Stylish boots with oversized design. Perfect for special events. Made from high-quality denim. Machine Washable.,Fashion,Shoes,boots,H&M,47.35,USD,"8, 9, 11, 12, 10, 6","Black, White, Navy",synthetic blend,dry clean only,3.8,721,In Stock,Spring/Summer,Women,Kids,Trendy,"boots, H&M, Formal, fashion",True,Vietnam,2024-11-12
1076,H&M Signature Scarves,Stylish scarves with relaxed fit design. Perfect for weekend outings. Made from high-quality silk. Machine Washable.,Fashion,Accessories,scarves,H&M,350.1,USD,"5, 11, 7, 9","Red, Black, Pink, White",denim,delicate cycle,4.2,1489,In Stock,Fall/Winter,Unisex,Kids,Trendy,"scarves, H&M, Designer, fashion",True,Italy,2025-06-06
1077,Adidas Formal Belts,Stylish belts with tailored fit design. Perfect for weekend outings. Made from high-quality denim. Delicate Cycle.,Fashion,Accessories,belts,Adidas,521.79,USD,"9, 11, 8, 7, 12, 5","Brown, Navy, Green, Blue, Pink",wool,hand wash recommended,4.9,956,Out of Stock,Fall/Winter,Unisex,Adult,Classic,"belts, Adidas, Essential, fashion",False,Vietnam,2024-12-21
1078,Adidas Urban Sweaters,Stylish sweaters with tailored fit design. Perfect for casual wear. Made from high-quality wool. Dry Clean Only.,Fashion,Clothing,sweaters,Adidas,54.59,USD,"M, XXL, L, XL, S","Navy, Blue, Pink, Red, Green",polyester,machine washable,3.2,168,In Stock,Fall/Winter,Unisex,Adult,Casual,"sweaters, Adidas, Vintage, fashion",True,USA,2025-02-19
1079,Gap Vintage Shirts,Stylish shirts with tailored fit design. Perfect for casual wear. Made from high-quality silk. Machine Washable.,Fashion,Clothing,shirts,Gap,204.73,USD,"XS, XXL, L, M, S","Gray, White",synthetic blend,machine washable,5.0,35,Out of Stock,Spring/Summer,Women,Kids,Formal,"shirts, Gap, Designer, fashion",False,Turkey,2025-08-09
1080,Tommy Hilfiger Formal Belts,Stylish belts with regular fit design. Perfect for special events. Made from high-quality wool. Hand Wash Recommended.,Fashion,Accessories,belts,Tommy Hilfiger,255.68,USD,"10, 11, 8, 12, 9","Navy, Brown, Green, Blue",leather,dry clean only,4.8,754,Out of Stock,Fall/Winter,Men,Teen,Business,"belts, Tommy Hilfiger, Designer, fashion",True,Vietnam,2024-10-30
1081,Zara Signature Jeans,Stylish jeans with slim fit design. Perfect for weekend outings. Made from high-quality linen. Hand Wash Recommended.,Fashion,Clothing,jeans,Zara,253.69,USD,"XS, XL, L, XXL, M","White, Blue",synthetic blend,hand wash recommended,4.5,883,Limited Stock,Spring/Summer,Men,Teen,Trendy,"jeans, Zara, Casual, fashion",True,Turkey,2025-08-06
1082,Tommy Hilfiger Essential Jackets,Stylish jackets with regular fit design. Perfect for casual wear. Made from high-quality wool. Hand Wash Recommended.,Fashion,Clothing,jackets,Tommy Hilfiger,243.41,USD,"XL, XXL, M, L, XS, S","Black, Pink, Beige, White, Blue",cotton,dry clean only,4.6,269,Limited Stock,Fall/Winter,Men,Adult,Casual,"jackets, Tommy Hilfiger, Premium, fashion",True,USA,2024-10-20
1083,Calvin Klein Classic Scarves,Stylish scarves with relaxed fit design. Perfect for formal occasions. Made from high-quality cotton. Dry Clean Only.,Fashion,Accessories,scarves,Calvin Klein,432.49,USD,"7, 6, 5","White, Pink, Gray",silk,dry clean only,4.7,516,Out of Stock,Fall/Winter,Men,Teen,Classic,"scarves, Calvin Klein, Classic, fashion",True,India,2025-05-11
1084,Calvin Klein Essential Boots,Stylish boots with tailored fit design. Perfect for business meetings. Made from high-quality linen. Dry Clean Only.,Fashion,Shoes,boots,Calvin Klein,338.62,USD,"9, 12, 5, 7","White, Navy, Pink, Blue, Brown",denim,delicate cycle,4.5,855,In Stock,All Season,Unisex,Adult,Business,"boots, Calvin Klein, Formal, fashion",True,India,2025-01-21
1085,Gap Modern Heels,Stylish heels with slim fit design. Perfect for business meetings. Made from high-quality synthetic blend. Dry Clean Only.,Fashion,Shoes,heels,Gap,54.03,USD,"6, 10, 8, 7, 12","Blue, Gray, Beige, White, Pink",polyester,machine washable,3.8,1073,Out of Stock,Spring/Summer,Women,Adult,Formal,"heels, Gap, Signature, fashion",False,Turkey,2024-11-08
1086,Adidas Essential Boots,Stylish boots with tailored fit design. Perfect for special events. Made from high-quality polyester. Delicate Cycle.,Fashion,Shoes,boots,Adidas,84.35,USD,"6, 9, 11","Black, Pink",cotton,hand wash recommended,4.7,398,In Stock,Spring/Summer,Men,Adult,Business,"boots, Adidas, Signature, fashion",False,Bangladesh,2025-02-14
1087,Ralph Lauren Casual Skirts,Stylish skirts with slim fit design. Perfect for business meetings. Made from high-quality linen. Machine Washable.,Fashion,Clothing,skirts,Ralph Lauren,102.13,USD,"L, XS, XXL","Pink, Gray, Blue, Red, Black",cotton,machine washable,4.1,375,Out of Stock,All Season,Unisex,Teen,Trendy,"skirts, Ralph Lauren, Modern, fashion",True,USA,2025-01-09
1088,Gap Premium Shorts,Stylish shorts with oversized design. Perfect for special events. Made from high-quality denim. Dry Clean Only.,Fashion,Clothing,shorts,Gap,253.37,USD,"XS, XXL, L, XL, S","Black, Brown",denim,dry clean only,3.5,990,Out of Stock,All Season,Men,Kids,Classic,"shorts, Gap, Classic, fashion",True,Italy,2025-05-04
1089,Gap Urban Shirts,Stylish shirts with tailored fit design. Perfect for formal occasions. Made from high-quality leather. Delicate Cycle.,Fashion,Clothing,shirts,Gap,43.51,USD,"XL, XXL, S, M, XS, L","Red, Gray, Black, Navy",denim,dry clean only,4.4,476,Out of Stock,Fall/Winter,Men,Kids,Casual,"shirts, Gap, Modern, fashion",False,USA,2025-03-10
1090,Zara Vintage Loafers,Stylish loafers with relaxed fit design. Perfect for special events. Made from high-quality cotton. Hand Wash Recommended.,Fashion,Shoes,loafers,Zara,304.31,USD,"9, 10, 5, 6, 7, 12","Navy, White",synthetic blend,hand wash recommended,5.0,530,Out of Stock,Spring/Summer,Men,Adult,Trendy,"loafers, Zara, Designer, fashion",False,Italy,2025-02-26
1091,Calvin Klein Essential Sweaters,Stylish sweaters with relaxed fit design. Perfect for formal occasions. Made from high-quality cotton. Hand Wash Recommended.,Fashion,Clothing,sweaters,Calvin Klein,114.91,USD,"L, XS, XL, S, XXL, M","Green, Pink, Beige, Navy",denim,delicate cycle,3.2,180,Limited Stock,All Season,Unisex,Adult,Trendy,"sweaters, Calvin Klein, Casual, fashion",True,India,2024-09-14
1092,Gap Classic Jeans,Stylish jeans with tailored fit design. Perfect for formal occasions. Made from high-quality cotton. Hand Wash Recommended.,Fashion,Clothing,jeans,Gap,92.21,USD,"S, L, XXL, XS","Gray, White, Green",cotton,dry clean only,3.9,158,Out of Stock,Fall/Winter,Women,Teen,Sporty,"jeans, Gap, Casual, fashion",False,India,2025-01-31
1093,Levi's Vintage Boots,Stylish boots with regular fit design. Perfect for casual wear. Made from high-quality polyester. Dry Clean Only.,Fashion,Shoes,boots,Levi's,280.69,USD,"11, 6, 12, 9, 7, 10","Gray, Blue, Green, White",linen,delicate cycle,3.4,1034,In Stock,Fall/Winter,Unisex,Teen,Formal,"boots, Levi's, Designer, fashion",True,USA,2024-12-11
1094,Tommy Hilfiger Formal Belts,Stylish belts with relaxed fit design. Perfect for formal occasions. Made from high-quality synthetic blend. Delicate Cycle.,Fashion,Accessories,belts,Tommy Hilfiger,85.04,USD,"6, 7, 10","Red, Blue, Beige",polyester,delicate cycle,4.8,1476,In Stock,Spring/Summer,Unisex,Teen,Sporty,"belts, Tommy Hilfiger, Urban, fashion",False,India,2025-01-23
