id,name,description,category,subcategory,brand,price,currency,rating,review_count,availability,features,tags,color,weight_kg,dimensions_cm,material,country_origin,warranty_months,eco_friendly,release_date,sku
657,Sony K 429,"Premium wireless headphones with superior sound quality and comfort. Featuring foldable design, touch controls, long battery life. ",Electronics,Headphones,Sony,170.97,USD,4.4,2543,Limited Stock,"foldable design, touch controls, long battery life, noise cancellation, multipoint connection","foldable design, multipoint connection, Sony, noise cancellation, touch controls, long battery life",Green,5.47,142x132x52,Wood,Vietnam,60,False,2023-12-31,SON-HEA-000657
658,Tommy Hilfiger Classic shirts,"Premium fashion item with attention to detail and quality craftsmanship. Featuring breathable fabric, all-season wear. Made from high-quality silk. Available in sizes XXL-L-M.",Fashion,Clothing,Tommy Hilfiger,21.75,USD,4.2,386,Limited Stock,"breathable fabric, all-season wear","breathable fabric, Tommy Hilfiger, all-season wear",Gray,22.93,27x142x75,Ceramic,China,60,False,2024-08-17,TOM-CLO-000658
659,Sony Ultra 607,"Premium mobile phone with professional-grade camera and fast performance. Featuring water resistant, wireless charging. ",Electronics,Smartphones,Sony,536.38,USD,4.1,2306,In Stock,"water resistant, wireless charging","wireless charging, water resistant, Sony",Yellow,18.86,19x134x16,Metal,China,6,False,2023-11-12,SON-SMA-000659
660,Pottery Barn Modern decor accessories,"Designer piece that adds elegance and character to any space. Featuring versatile use, modern design. Dimensions: 157x199x31cm. Crafted from glass.",Home & Garden,Home Decor,Pottery Barn,225.3,USD,3.5,4364,In Stock,"versatile use, modern design","Pottery Barn, versatile use, modern design",Pink,5.54,42x57x90,Metal,Taiwan,36,False,2023-05-19,POT-HOM-000660
661,Nike Classic shoes,"Premium fashion item with attention to detail and quality craftsmanship. Featuring modern design, comfortable fit, premium materials. Made from high-quality denim. Available in sizes M-S-XS.",Fashion,Clothing,Nike,133.22,USD,3.7,1849,In Stock,"modern design, comfortable fit, premium materials, versatile styling, durable construction","versatile styling, modern design, premium materials, durable construction, Nike, comfortable fit",White,14.93,89x109x80,Leather,USA,60,False,2022-08-23,NIK-CLO-000661
662,OnePlus Ultra 997,"Premium mobile phone with professional-grade camera and fast performance. Featuring 5G connectivity, OLED display, fingerprint sensor. ",Electronics,Smartphones,OnePlus,448.14,USD,3.6,4780,In Stock,"5G connectivity, OLED display, fingerprint sensor, multiple cameras","OLED display, 5G connectivity, fingerprint sensor, multiple cameras, OnePlus",Brown,3.51,79x77x28,Plastic,Japan,36,False,2025-07-31,ONE-SMA-000662
663,IKEA Premium rugs,"Practical home solution with contemporary aesthetic appeal. Featuring stylish appearance, space-saving, easy assembly. Dimensions: 96x45x89cm. Crafted from fabric.",Home & Garden,Home Decor,IKEA,130.9,USD,4.7,638,Pre-order,"stylish appearance, space-saving, easy assembly","stylish appearance, IKEA, easy assembly, space-saving",Gray,11.35,23x75x57,Plastic,China,6,False,2025-06-11,IKE-HOM-000663
664,JBL Live 203,"Premium wireless headphones with superior sound quality and comfort. Featuring noise cancellation, quick charge, touch controls. ",Electronics,Headphones,JBL,358.44,USD,2.9,3123,Out of Stock,"noise cancellation, quick charge, touch controls","touch controls, noise cancellation, JBL, quick charge",Pink,13.99,97x122x80,Metal,India,12,False,2023-03-29,JBL-HEA-000664
665,Acer Inspiron 147,"Premium portable computer with exceptional performance and build quality. Featuring SSD storage, long battery life. ",Electronics,Laptops,Acer,1502.88,USD,3.9,1630,In Stock,"SSD storage, long battery life","Acer, long battery life, SSD storage",Pink,24.06,6x16x85,Ceramic,Germany,12,True,2024-10-29,ACE-LAP-000665
666,Apple HD 660,"Professional-grade headphones for audiophiles and content creators. Featuring foldable design, comfortable fit, multipoint connection. ",Electronics,Headphones,Apple,212.9,USD,2.6,4635,Out of Stock,"foldable design, comfortable fit, multipoint connection, touch controls","touch controls, foldable design, comfortable fit, multipoint connection, Apple",Black,3.41,72x43x70,Metal,USA,12,True,2025-07-14,APP-HEA-000666
667,Tommy Hilfiger Essential shoes,"Stylish and comfortable clothing perfect for everyday wear. Featuring modern design, all-season wear, breathable fabric. Made from high-quality cotton. Available in sizes L-XL-XS.",Fashion,Clothing,Tommy Hilfiger,77.88,USD,3.3,1127,In Stock,"modern design, all-season wear, breathable fabric, durable construction, comfortable fit","modern design, durable construction, all-season wear, breathable fabric, comfortable fit, Tommy Hilfiger",Gray,16.49,124x27x79,Wood,Japan,36,False,2024-11-29,TOM-CLO-000667
668,Sennheiser HD 958,"High-fidelity audio experience with advanced driver technology. Featuring long battery life, noise cancellation, touch controls. ",Electronics,Headphones,Sennheiser,166.88,USD,4.4,2926,In Stock,"long battery life, noise cancellation, touch controls","long battery life, Sennheiser, noise cancellation, touch controls",Black,17.34,123x121x8,Plastic,India,24,True,2022-11-27,SEN-HEA-000668
669,Microsoft ROG 935,"High-performance notebook with advanced features and sleek design. Featuring long battery life, lightweight design, backlit keyboard. ",Electronics,Laptops,Microsoft,1584.76,USD,3.8,3898,In Stock,"long battery life, lightweight design, backlit keyboard, fast processor","backlit keyboard, long battery life, Microsoft, fast processor, lightweight design",Purple,5.59,132x107x82,Ceramic,Taiwan,6,False,2023-06-05,MIC-LAP-000669
670,West Elm Modern lighting,"Designer piece that adds elegance and character to any space. Featuring stylish appearance, durable materials, affordable pricing. Dimensions: 18x32x74cm. Crafted from glass.",Home & Garden,Home Decor,West Elm,569.25,USD,4.5,550,Limited Stock,"stylish appearance, durable materials, affordable pricing","stylish appearance, durable materials, affordable pricing, West Elm",White,23.48,105x132x31,Fabric,Taiwan,12,False,2025-03-27,WES-HOM-000670
671,Xiaomi Galaxy 557,"Premium mobile phone with professional-grade camera and fast performance. Featuring face recognition, multiple cameras, OLED display. ",Electronics,Smartphones,Xiaomi,754.44,USD,4.5,2955,In Stock,"face recognition, multiple cameras, OLED display","multiple cameras, face recognition, OLED display, Xiaomi",Pink,7.37,33x60x58,Fabric,USA,24,True,2023-05-24,XIA-SMA-000671
672,Sony Live 651,"High-fidelity audio experience with advanced driver technology. Featuring touch controls, voice assistant. ",Electronics,Headphones,Sony,488.45,USD,3.0,3790,In Stock,"touch controls, voice assistant","Sony, touch controls, voice assistant",Brown,12.72,37x90x97,Glass,China,60,False,2023-10-08,SON-HEA-000672
673,Crate & Barrel Premium rugs,"Designer piece that adds elegance and character to any space. Featuring modern design, durable materials, eco-friendly. Dimensions: 172x97x43cm. Crafted from fabric.",Home & Garden,Home Decor,Crate & Barrel,697.39,USD,2.8,1541,In Stock,"modern design, durable materials, eco-friendly, versatile use","Crate & Barrel, durable materials, versatile use, eco-friendly, modern design",Red,2.48,137x70x53,Glass,India,60,True,2025-06-24,CRA-HOM-000673
674,Microsoft Pavilion 572,"Powerful laptop designed for professional work and creative tasks. Featuring premium build quality, fast processor, long battery life. ",Electronics,Laptops,Microsoft,1259.62,USD,4.5,2802,In Stock,"premium build quality, fast processor, long battery life, touchscreen, fast charging","Microsoft, fast charging, touchscreen, premium build quality, long battery life, fast processor",White,5.77,57x111x32,Ceramic,USA,12,False,2024-06-08,MIC-LAP-000674
675,Levi's Classic casual wear,"Premium fashion item with attention to detail and quality craftsmanship. Featuring classic style, stylish design. Made from high-quality silk. Available in sizes XL-S-XS.",Fashion,Clothing,Levi's,201.98,USD,3.5,1987,In Stock,"classic style, stylish design","Levi's, stylish design, classic style",Gray,17.09,146x51x28,Wood,USA,36,False,2025-01-07,LEV-CLO-000675
676,Adidas Essential accessories,"Versatile wardrobe essential that combines style and functionality. Featuring stylish design, classic style, modern design. Made from high-quality polyester. Available in sizes L-XXL-XS.",Fashion,Clothing,Adidas,203.77,USD,2.8,1863,In Stock,"stylish design, classic style, modern design, comfortable fit","modern design, classic style, Adidas, comfortable fit, stylish design",Yellow,10.56,61x50x64,Metal,India,36,True,2024-07-31,ADI-CLO-000676
677,Lenovo ThinkPad 113,"Versatile laptop perfect for business, gaming, and multimedia use. Featuring lightweight design, premium build quality. ",Electronics,Laptops,Lenovo,2603.04,USD,4.3,4747,In Stock,"lightweight design, premium build quality","Lenovo, premium build quality, lightweight design",Gray,9.28,50x59x47,Wood,Taiwan,36,True,2024-10-26,LEN-LAP-000677
678,H&M Premium dresses,"Versatile wardrobe essential that combines style and functionality. Featuring durable construction, breathable fabric. Made from high-quality linen. Available in sizes M-XL-S.",Fashion,Clothing,H&M,105.26,USD,3.9,4116,In Stock,"durable construction, breathable fabric","durable construction, breathable fabric, H&M",Yellow,20.92,107x149x21,Wood,Vietnam,36,False,2023-10-13,H&M-CLO-000678
679,Huawei Galaxy 187,"High-performance smartphone with exceptional battery life and display quality. Featuring wireless charging, face recognition, premium build. ",Electronics,Smartphones,Huawei,408.88,USD,4.9,2473,Limited Stock,"wireless charging, face recognition, premium build, multiple cameras, fast charging","Huawei, fast charging, wireless charging, face recognition, multiple cameras, premium build",Yellow,9.85,63x29x30,Rubber,Germany,60,False,2025-05-01,HUA-SMA-000679
680,Acer Inspiron 861,"Versatile laptop perfect for business, gaming, and multimedia use. Featuring fast charging, dedicated graphics, SSD storage. ",Electronics,Laptops,Acer,1243.86,USD,4.2,4926,In Stock,"fast charging, dedicated graphics, SSD storage, fast processor, lightweight design","fast charging, SSD storage, dedicated graphics, lightweight design, fast processor, Acer",Purple,6.86,141x15x67,Wood,South Korea,24,False,2024-08-25,ACE-LAP-000680
681,Williams Sonoma Essential lighting,"Practical home solution with contemporary aesthetic appeal. Featuring modern design, easy assembly, space-saving. Dimensions: 55x38x29cm. Crafted from wood.",Home & Garden,Home Decor,Williams Sonoma,239.41,USD,3.0,1291,In Stock,"modern design, easy assembly, space-saving","Williams Sonoma, space-saving, modern design, easy assembly",Gray,5.34,76x110x22,Ceramic,Taiwan,36,False,2024-04-11,WIL-HOM-000681
682,MSI Pavilion 101,"Versatile laptop perfect for business, gaming, and multimedia use. Featuring high resolution display, dedicated graphics, backlit keyboard. ",Electronics,Laptops,MSI,2394.74,USD,4.4,2531,In Stock,"high resolution display, dedicated graphics, backlit keyboard","high resolution display, backlit keyboard, dedicated graphics, MSI",Green,21.48,76x14x13,Metal,USA,24,True,2023-10-19,MSI-LAP-000682
683,Lenovo Blade 774,"Versatile laptop perfect for business, gaming, and multimedia use. Featuring premium build quality, high resolution display, fast processor. ",Electronics,Laptops,Lenovo,1675.93,USD,2.7,3423,Out of Stock,"premium build quality, high resolution display, fast processor, long battery life, backlit keyboard","high resolution display, backlit keyboard, Lenovo, long battery life, fast processor, premium build quality",Red,15.6,148x9x80,Wood,South Korea,6,False,2023-10-01,LEN-LAP-000683
684,JBL K 793,"Noise-cancelling headphones perfect for travel and focused listening. Featuring noise cancellation, touch controls, wireless connectivity. ",Electronics,Headphones,JBL,464.55,USD,3.6,1997,In Stock,"noise cancellation, touch controls, wireless connectivity, multipoint connection, foldable design","touch controls, JBL, wireless connectivity, multipoint connection, noise cancellation, foldable design",Black,11.55,31x105x41,Leather,Japan,60,True,2024-01-09,JBL-HEA-000684
685,Beyerdynamic DT 633,"Noise-cancelling headphones perfect for travel and focused listening. Featuring noise cancellation, wireless connectivity, foldable design. ",Electronics,Headphones,Beyerdynamic,562.0,USD,2.9,1670,In Stock,"noise cancellation, wireless connectivity, foldable design, voice assistant","wireless connectivity, Beyerdynamic, foldable design, noise cancellation, voice assistant",White,9.72,15x22x89,Wood,Taiwan,12,True,2025-02-18,BEY-HEA-000685
686,JBL DT 772,"Noise-cancelling headphones perfect for travel and focused listening. Featuring wireless connectivity, touch controls, multipoint connection. ",Electronics,Headphones,JBL,67.46,USD,3.4,1860,Limited Stock,"wireless connectivity, touch controls, multipoint connection","touch controls, multipoint connection, wireless connectivity, JBL",Purple,10.75,149x118x19,Rubber,Japan,6,True,2023-02-06,JBL-HEA-000686
687,Microsoft ZenBook 277,"Powerful laptop designed for professional work and creative tasks. Featuring touchscreen, dedicated graphics. ",Electronics,Laptops,Microsoft,493.58,USD,3.4,1710,In Stock,"touchscreen, dedicated graphics","touchscreen, dedicated graphics, Microsoft",Blue,15.23,66x68x16,Ceramic,India,60,True,2024-02-17,MIC-LAP-000687
